eta_c,C_D,K_back,CR_passive,eta_open,unresolved_fraction,converged,scattering,mean_wall_hits,mass_kg,alpha,theta_deg,L_over_d,phi,d_mm,species
0.391504516350056,2.764946882483832,0.10565,249.34218155297037,0.4366666666666666,8.333333333333333e-05,True,cll,36.47425,4.97718,1.0,5.0,10,0.9,10.0,N2
0.8,2.72124055266424,0.9997,60.57609832674956,1.0,0.0,True,cll,2.1895,8.84601,0.0,0.0,20,0.8,10.0,N2
0.7995126616152767,2.7179275087786734,0.9996,60.54525334659762,1.0,0.0,True,cll,2.3255,8.84601,0.0,2.0,20,0.8,10.0,N2
0.7969557584733965,2.700828029151554,0.99985,60.33653478801511,1.0,0.0,True,cll,3.0058333333333334,8.84601,0.0,5.0,20,0.8,10.0,N2
0.8,2.72124055266424,0.316,191.63900473813771,1.0,0.0,True,cll,2.350416666666667,8.84601,0.2,0.0,20,0.8,10.0,N2
0.7995126616152767,2.7179275087786734,0.3074,196.88040092797328,1.0,0.0,True,cll,2.48975,8.84601,0.2,2.0,20,0.8,10.0,N2
0.7968893454935237,2.700838142022572,0.3095,194.90293058946017,0.9999166666666668,0.0,True,cll,3.183583333333333,8.84601,0.2,5.0,20,0.8,10.0,N2
0.7902666666666667,2.722816903128592,0.14855,402.70035276810256,0.9878333333333332,0.0,True,cll,5.648833333333333,8.84601,0.5,0.0,20,0.8,10.0,N2
0.788452736462932,2.7196324433873413,0.1488,401.1009918752212,0.9861666666666666,0.0008333333333333,True,cll,5.739583333333333,8.84601,0.5,2.0,20,0.8,10.0,N2
0.7769654515316887,2.704022759619077,0.14325,410.5708196142618,0.9749166666666668,0.0,True,cll,8.716083333333334,8.84601,0.5,5.0,20,0.8,10.0,N2
0.6094666666666667,2.751611655263226,0.08365,551.5247608048152,0.7618333333333334,0.0,True,cll,58.82441666666666,8.84601,0.8,0.0,20,0.8,10.0,N2
0.605297710897899,2.7488235692941934,0.08365,547.7521470444091,0.7570833333333333,8.333333333333333e-05,True,cll,62.32716666666666,8.84601,0.8,2.0,20,0.8,10.0,N2
0.5567400102735403,2.7394113877898585,0.08095,520.6148867122314,0.6985833333333333,0.0,True,cll,72.99225,8.84601,0.8,5.0,20,0.8,10.0,N2
0.2672666666666667,2.8039446690899004,0.06035,335.23435973278293,0.3340833333333333,0.0,True,cll,120.40508333333334,8.84601,1.0,0.0,20,0.8,10.0,N2
0.2585090939222728,2.80172904445287,0.05865,333.6482193117432,0.3233333333333333,0.0,True,cll,117.30033333333331,8.84601,1.0,2.0,20,0.8,10.0,N2
0.2070092582634647,2.7916172540165696,0.06,261.1677341491707,0.25975,0.0,True,cll,106.51058333333332,8.84601,1.0,5.0,20,0.8,10.0,N2
0.9,2.708567624049933,0.9997,60.57609832674956,1.0,0.0,True,cll,2.1895,9.95139,0.0,0.0,20,0.9,10.0,N2
0.8994517443171862,2.705259591489243,0.9996,60.545253346597626,1.0,0.0,True,cll,2.3255,9.95139,0.0,2.0,20,0.9,10.0,N2
0.896575228282571,2.688217695665743,0.99985,60.33653478801511,1.0,0.0,True,cll,3.0058333333333334,9.95139,0.0,5.0,20,0.9,10.0,N2
0.9,2.708567624049933,0.316,191.63900473813771,1.0,0.0,True,cll,2.350416666666667,9.95139,0.2,0.0,20,0.9,10.0,N2
0.8994517443171862,2.705259591489243,0.3074,196.88040092797328,1.0,0.0,True,cll,2.48975,9.95139,0.2,2.0,20,0.9,10.0,N2
0.8965005136802141,2.6882290726456386,0.3095,194.90293058946017,0.9999166666666668,0.0,True,cll,3.183583333333333,9.95139,0.2,5.0,20,0.9,10.0,N2
0.88905,2.710341018322328,0.14855,402.7003527681026,0.9878333333333332,0.0,True,cll,5.648833333333333,9.95139,0.5,0.0,20,0.9,10.0,N2
0.8870093285207984,2.707177642923995,0.1488,401.1009918752212,0.9861666666666666,0.0008333333333333,True,cll,5.739583333333333,9.95139,0.5,2.0,20,0.9,10.0,N2
0.8740861329731499,2.691811767441707,0.14325,410.5708196142618,0.9749166666666668,0.0,True,cll,8.716083333333334,9.95139,0.5,5.0,20,0.9,10.0,N2
